symbol_id,seal_id,pc1,pc2
page049_M-20_A_c0_sym_002,page049_M-20_A_c0,-1.2949411,-1.1473467
page049_M-21_A_c0_sym_001,page049_M-21_A_c0,-1.0491428,-1.1191516
page050_M-23_A_c0_sym_001,page050_M-23_A_c0,-1.0459496,-1.1190054
page050_M-23_A_c0_sym_002,page050_M-23_A_c0,-0.07029621,-0.39549562
page050_M-23_A_c0_sym_003,page050_M-23_A_c0,-1.1995018,-1.0782719
page050_M-24_A_c0_sym_001,page050_M-24_A_c0,-1.0459496,-1.1190054
page050_M-24_A_c0_sym_002,page050_M-24_A_c0,-0.07029621,-0.39549562
page050_M-24_A_c0_sym_003,page050_M-24_A_c0,-1.1995018,-1.0782719
page054_M-34_a_bis_c1_sym_001,page054_M-34_a_bis_c1,0.6151298,0.07184002
page054_M-34_a_c1_sym_001,page054_M-34_a_c1,0.6151298,0.07184002
page055_M-36_A_c0_sym_001,page055_M-36_A_c0,-0.7347528,-0.88813144
page055_M-36_A_c0_sym_002,page055_M-36_A_c0,0.6687771,0.16032591
page055_M-36_A_c0_sym_003,page055_M-36_A_c0,2.9241898,1.9765884
page055_M-36_A_c0_sym_004,page055_M-36_A_c0,0.535361,0.06628891
page055_M-36_A_c0_sym_005,page055_M-36_A_c0,0.6704514,0.10397299
page055_M-36_A_c0_sym_006,page055_M-36_A_c0,-1.1945567,-1.1170492
page055_M-36_A_c0_sym_007,page055_M-36_A_c0,2.2703323,1.3939794
page055_M-36_A_c0_sym_008,page055_M-36_A_c0,0.1315848,-0.28038648
page055_M-36_A_c0_sym_009,page055_M-36_A_c0,0.953411,0.30065084
page055_M-36_A_c0_sym_010,page055_M-36_A_c0,2.009204,1.2048607
page055_M-36_A_c0_sym_011,page055_M-36_A_c0,-2.4555733,-1.3817115
page055_M-36_A_c0_sym_012,page055_M-36_A_c0,1.0768718,0.41768506
page055_M-36_A_c0_sym_013,page055_M-36_A_c0,2.5961297,1.7252098
page055_M-36_A_c0_sym_014,page055_M-36_A_c0,-1.5200768,-1.1446074
page055_M-36_A_c0_sym_015,page055_M-36_A_c0,0.77095,0.21117128
page055_M-36_A_c0_sym_016,page055_M-36_A_c0,1.8926154,1.0248158
page055_M-36_A_c0_sym_017,page055_M-36_A_c0,0.28792894,-0.15467142
page055_M-36_A_c0_sym_018,page055_M-36_A_c0,1.441921,0.6910634
page055_M-36_A_c0_sym_019,page055_M-36_A_c0,0.37841427,-0.07983921
page055_M-36_A_c0_sym_020,page055_M-36_A_c0,-2.7335997,-1.3897345
page055_M-36_A_c0_sym_021,page055_M-36_A_c0,4.415359,3.1027684
page055_M-36_A_c0_sym_022,page055_M-36_A_c0,0.42101085,-0.046383027
page055_M-36_A_c0_sym_023,page055_M-36_A_c0,-0.29116297,-0.53364897
page055_M-36_A_c0_sym_024,page055_M-36_A_c0,1.1783719,0.48626247
page055_M-36_A_c0_sym_025,page055_M-36_A_c0,0.087470464,-0.27260435
page055_M-36_A_c0_sym_026,page055_M-36_A_c0,0.9221831,0.30241752
page055_M-36_A_c0_sym_027,page055_M-36_A_c0,-0.13275063,-0.4469769
page055_M-36_A_c0_sym_028,page055_M-36_A_c0,0.90532523,0.31474805
page055_M-36_A_c0_sym_029,page055_M-36_A_c0,0.30547577,-0.15411218
page055_M-36_A_c0_sym_030,page055_M-36_A_c0,-1.7749512,-1.2146738
page055_M-36_A_c0_sym_031,page055_M-36_A_c0,0.5200367,0.06314617
page055_M-36_A_c0_sym_032,page055_M-36_A_c0,-0.32572556,-0.50336576
page055_M-36_A_c0_sym_033,page055_M-36_A_c0,-3.2262795,-1.2959747
page055_M-36_A_c0_sym_034,page055_M-36_A_c0,-3.595345,-1.0850676
page055_M-36_A_c0_sym_035,page055_M-36_A_c0,-2.9326568,-1.2921567
page055_M-36_A_c0_sym_036,page055_M-36_A_c0,-1.7896512,-1.1654594
page055_M-36_A_c0_sym_037,page055_M-36_A_c0,-2.873531,-1.2541176
page055_M-36_A_c0_sym_038,page055_M-36_A_c0,-3.7331085,-0.9888552
page055_M-36_A_c0_sym_039,page055_M-36_A_c0,-2.87869,-1.2296739
page055_M-37_A_c0_sym_001,page055_M-37_A_c0,-0.7347528,-0.88813144
page055_M-37_A_c0_sym_002,page055_M-37_A_c0,0.6687771,0.16032591
page055_M-37_A_c0_sym_003,page055_M-37_A_c0,2.9241898,1.9765884
page055_M-37_A_c0_sym_004,page055_M-37_A_c0,0.535361,0.06628891
page055_M-37_A_c0_sym_005,page055_M-37_A_c0,0.6704514,0.10397299
page055_M-37_A_c0_sym_006,page055_M-37_A_c0,-1.1945567,-1.1170492
page055_M-37_A_c0_sym_007,page055_M-37_A_c0,2.2703323,1.3939794
page055_M-37_A_c0_sym_008,page055_M-37_A_c0,0.1315848,-0.28038648
page055_M-37_A_c0_sym_009,page055_M-37_A_c0,0.953411,0.30065084
page055_M-37_A_c0_sym_010,page055_M-37_A_c0,2.009204,1.2048607
page055_M-37_A_c0_sym_011,page055_M-37_A_c0,-2.4555733,-1.3817115
page055_M-37_A_c0_sym_012,page055_M-37_A_c0,1.0768718,0.41768506
page055_M-37_A_c0_sym_013,page055_M-37_A_c0,2.5961297,1.7252098
page055_M-37_A_c0_sym_014,page055_M-37_A_c0,-1.5200768,-1.1446074
page055_M-37_A_c0_sym_015,page055_M-37_A_c0,0.77095,0.21117128
page055_M-37_A_c0_sym_016,page055_M-37_A_c0,1.8926154,1.0248158
page055_M-37_A_c0_sym_017,page055_M-37_A_c0,0.28792894,-0.15467142
page055_M-37_A_c0_sym_018,page055_M-37_A_c0,1.441921,0.6910634
page055_M-37_A_c0_sym_019,page055_M-37_A_c0,0.37841427,-0.07983921
page055_M-37_A_c0_sym_020,page055_M-37_A_c0,-2.7335997,-1.3897345
page055_M-37_A_c0_sym_021,page055_M-37_A_c0,4.415359,3.1027684
page055_M-37_A_c0_sym_022,page055_M-37_A_c0,0.42101085,-0.046383027
page055_M-37_A_c0_sym_023,page055_M-37_A_c0,-0.29116297,-0.53364897
page055_M-37_A_c0_sym_024,page055_M-37_A_c0,1.1783719,0.48626247
page055_M-37_A_c0_sym_025,page055_M-37_A_c0,0.087470464,-0.27260435
page055_M-37_A_c0_sym_026,page055_M-37_A_c0,0.9221831,0.30241752
page055_M-37_A_c0_sym_027,page055_M-37_A_c0,-0.13275063,-0.4469769
page055_M-37_A_c0_sym_028,page055_M-37_A_c0,0.90532523,0.31474805
page055_M-37_A_c0_sym_029,page055_M-37_A_c0,0.30547577,-0.15411218
page055_M-37_A_c0_sym_030,page055_M-37_A_c0,-1.7749512,-1.2146738
page055_M-37_A_c0_sym_031,page055_M-37_A_c0,0.5200367,0.06314617
page055_M-37_A_c0_sym_032,page055_M-37_A_c0,-0.32572556,-0.50336576
page055_M-37_A_c0_sym_033,page055_M-37_A_c0,-3.2262795,-1.2959747
page055_M-37_A_c0_sym_034,page055_M-37_A_c0,-3.595345,-1.0850676
page055_M-37_A_c0_sym_035,page055_M-37_A_c0,-2.9326568,-1.2921567
page055_M-37_A_c0_sym_036,page055_M-37_A_c0,-1.7896512,-1.1654594
page055_M-37_A_c0_sym_037,page055_M-37_A_c0,-2.873531,-1.2541176
page055_M-37_A_c0_sym_038,page055_M-37_A_c0,-3.7331085,-0.9888552
page055_M-37_A_c0_sym_039,page055_M-37_A_c0,-2.87869,-1.2296739
page056_M-38_A_c0_sym_001,page056_M-38_A_c0,-0.13683653,-0.4589046
page056_M-39_c0_sym_001,page056_M-39_c0,-0.13683653,-0.4589046
page056_M-40_c0_sym_001,page056_M-40_c0,0.4720167,-0.005488139
page057_M-43_c0_sym_001,page057_M-43_c0,0.05598943,-0.32084686
page058_M-46_a_c1_sym_001,page058_M-46_a_c1,-0.38914448,-0.597708
page058_M-46_a_c1_sym_002,page058_M-46_a_c1,0.5577594,0.098829485
page058_M-46_a_c1_sym_003,page058_M-46_a_c1,0.49297446,0.035637558
page058_M-46_a_c1_sym_004,page058_M-46_a_c1,-0.17316598,-0.45666456
page058_M-46_a_c1_sym_005,page058_M-46_a_c1,0.82585,0.31227076
page058_M-46_a_c1_sym_006,page058_M-46_a_c1,-0.30444756,-0.57489604
page058_M-46_a_c1_sym_007,page058_M-46_a_c1,-0.37100968,-0.60335267
page058_M-46_a_c1_sym_008,page058_M-46_a_c1,-2.9239123,-1.2870542
page058_M-46_a_c1_sym_009,page058_M-46_a_c1,-0.109137826,-0.37080157
page058_M-46_a_c1_sym_010,page058_M-46_a_c1,1.2557973,0.6421204
page058_M-46_a_c1_sym_011,page058_M-46_a_c1,-0.21173084,-0.48863706
page058_M-46_a_c1_sym_012,page058_M-46_a_c1,0.7571583,0.25104234
page058_M-46_a_c1_sym_013,page058_M-46_a_c1,-0.5747687,-0.7720876
page058_M-46_a_c1_sym_014,page058_M-46_a_c1,-0.20091115,-0.49091905
page058_M-46_a_c1_sym_015,page058_M-46_a_c1,1.5078468,0.77094465
page058_M-46_a_c1_sym_016,page058_M-46_a_c1,-0.08846897,-0.42773038
page058_M-46_a_c1_sym_017,page058_M-46_a_c1,2.877605,1.8732362
page058_M-46_a_c1_sym_018,page058_M-46_a_c1,0.7178393,0.16163658
page058_M-46_a_c1_sym_019,page058_M-46_a_c1,0.023057012,-0.36761954
page058_M-46_a_c1_sym_020,page058_M-46_a_c1,0.20083994,-0.20300706
page058_M-46_a_c1_sym_021,page058_M-46_a_c1,0.39915213,-0.0826598
page058_M-46_a_c1_sym_022,page058_M-46_a_c1,0.606367,0.1656591
page058_M-46_a_c1_sym_023,page058_M-46_a_c1,1.9274423,1.1423259
page058_M-46_a_c1_sym_024,page058_M-46_a_c1,1.9627302,1.2134964
page059_M-47_A_c0_sym_001,page059_M-47_A_c0,-0.42879242,-0.5961215
page059_M-47_A_c0_sym_002,page059_M-47_A_c0,1.3192874,0.6049812
page059_M-49_a_c1_sym_001,page059_M-49_a_c1,-1.0381931,-1.1175519
page059_M-49_a_c1_sym_002,page059_M-49_a_c1,1.9146963,1.145821
page060_M-51_A_c0_sym_001,page060_M-51_A_c0,0.25769028,-0.11172777
page062_M-36_a_c0_sym_001,page062_M-36_a_c0,-2.9932904,-1.2932297
page062_M-56_u_bis_c1_sym_001,page062_M-56_u_bis_c1,2.6129065,1.6849121
page062_M-57_A_c0_sym_001,page062_M-57_A_c0,-2.9932904,-1.2932297
page062_M-57_c1_sym_001,page062_M-57_c1,2.6129065,1.6849121
page064_M-61_A_c0_sym_001,page064_M-61_A_c0,-0.9543442,-1.0022682
page064_M-61_A_c0_sym_002,page064_M-61_A_c0,-0.8277514,-0.8640346
page064_M-61_A_c0_sym_003,page064_M-61_A_c0,-1.0292594,-1.1160686
page066_M-67_a_c1_sym_001,page066_M-67_a_c1,-1.0320411,-1.116549
page066_M-67_a_c1_sym_002,page066_M-67_a_c1,-0.84676886,-0.96338487
page066_M-68_A_c0_sym_001,page066_M-68_A_c0,0.06696193,-0.3056
page066_M-68_A_c0_sym_002,page066_M-68_A_c0,-0.83776367,-0.7889719
page066_M-68_A_c0_sym_003,page066_M-68_A_c0,-1.4318994,-1.1673616
page067_M-70_A_c0_sym_001,page067_M-70_A_c0,-1.0213995,-1.0070463
page067_M-70_A_c0_sym_002,page067_M-70_A_c0,-5.726562,-1.3468254
page067_M-70_A_c0_sym_003,page067_M-70_A_c0,-5.2951097,-1.231805
page067_M-71_c0_sym_001,page067_M-71_c0,-1.0213995,-1.0070463
page067_M-71_c0_sym_002,page067_M-71_c0,-5.726562,-1.3468254
page067_M-71_c0_sym_003,page067_M-71_c0,-5.2951097,-1.231805
page067_M-72_A_c0_sym_001,page067_M-72_A_c0,-0.7168107,-0.81038946
page067_M-72_B_c0_sym_001,page067_M-72_B_c0,-0.7168107,-0.81038946
page067_M-72_c0_sym_001,page067_M-72_c0,-0.7168107,-0.81038946
page068_M-74_a_bis_c1_sym_001,page068_M-74_a_bis_c1,-0.051688924,-0.33241698
page069_M-77_a_c0_sym_001,page069_M-77_a_c0,-1.1968932,-0.94327587
page069_M-77_a_c0_sym_002,page069_M-77_a_c0,0.46084788,-0.021102859
page071_M-84_A_c0_sym_001,page071_M-84_A_c0,-3.0738862,-1.1498253
page071_M-84_A_c0_sym_002,page071_M-84_A_c0,0.31355342,-0.115978606
page071_M-85_c1_sym_001,page071_M-85_c1,0.7473429,0.18612018
page071_M-85_c1_sym_002,page071_M-85_c1,-0.67311597,-0.83551407
page071_M-85_c1_sym_003,page071_M-85_c1,0.34844965,-0.061816536
page071_M-87_A_c0_sym_001,page071_M-87_A_c0,-0.7919807,-0.86608666
page072_M-89_c0_sym_001,page072_M-89_c0,-0.9975763,-0.89802366
page072_M-89_c0_sym_002,page072_M-89_c0,0.23143491,-0.1947866
page072_M-89_c0_sym_003,page072_M-89_c0,0.69673824,0.16016017
page072_M-89_c0_sym_004,page072_M-89_c0,0.65972084,0.10232346
page072_M-91_A_c1_sym_001,page072_M-91_A_c1,0.26270118,-0.16776603
page072_M-92_A_c0_sym_001,page072_M-92_A_c0,-0.9975763,-0.89802366
page072_M-92_A_c0_sym_002,page072_M-92_A_c0,0.23143491,-0.1947866
page072_M-92_A_c0_sym_003,page072_M-92_A_c0,0.69673824,0.16016017
page072_M-92_A_c0_sym_004,page072_M-92_A_c0,0.65972084,0.10232346
page073_M-95_a_bis_c1_sym_001,page073_M-95_a_bis_c1,0.32561624,-0.14599052
page073_M-95_a_c0_sym_001,page073_M-95_a_c0,3.3951185,2.3420398
page073_M-95_a_c0_sym_002,page073_M-95_a_c0,1.1900252,0.5090989
page073_M-96_a_c2_sym_001,page073_M-96_a_c2,-1.5793208,-0.27199984
page073_M-97_A_c0_sym_001,page073_M-97_A_c0,3.9330056,2.6946352
page073_M-98_A_c1_sym_001,page073_M-98_A_c1,0.32561624,-0.14599052
page073_M-99_A_c2_sym_001,page073_M-99_A_c2,-0.8875161,-0.9437257
page073_M-99_A_c2_sym_002,page073_M-99_A_c2,-0.8817953,-0.9429708
page074_M-100_A_c0_sym_001,page074_M-100_A_c0,4.1316423,2.8746774
page074_M-104_A_c0_sym_001,page074_M-104_A_c0,-0.8146284,-0.8240067
page074_M-14_b_c1_sym_001,page074_M-14_b_c1,-0.07755741,-0.3741592
page075_M-105_a_c0_sym_001,page075_M-105_a_c0,4.3081017,2.9835958
page075_M-106_a_c1_sym_001,page075_M-106_a_c1,-1.7382603,-1.1975478
page075_M-107_c0_sym_001,page075_M-107_c0,-0.69788975,-0.7481972
page075_M-109_A_c1_sym_001,page075_M-109_A_c1,-0.7373401,-0.68013185
page075_M-109_A_c1_sym_002,page075_M-109_A_c1,-0.95897204,-1.0185571
page075_M-109_A_c1_sym_003,page075_M-109_A_c1,-0.47567913,-0.7307965
page075_M-109_A_c1_sym_004,page075_M-109_A_c1,-0.088287845,-0.3818057
page076_M-113_c0_sym_001,page076_M-113_c0,-1.196353,-0.98753315
page076_M-113_c0_sym_002,page076_M-113_c0,-0.97674304,-1.006022
page076_M-113_c0_sym_003,page076_M-113_c0,0.068627216,-0.29969463
page077_M-120_a_c0_sym_001,page077_M-120_a_c0,0.19853586,-0.19973174
page077_M-120_a_c0_sym_002,page077_M-120_a_c0,1.7265496,0.8832498
page077_M-120_a_c0_sym_003,page077_M-120_a_c0,-1.5300243,-1.037311
page077_M-121_a_c1_sym_001,page077_M-121_a_c1,3.2627318,2.232875
page077_M-121_a_c1_sym_002,page077_M-121_a_c1,1.2625846,0.6718983
page077_M-121_a_c1_sym_003,page077_M-121_a_c1,5.0435343,3.5975082
page078_M-123_c0_sym_001,page078_M-123_c0,0.050765365,-0.30242845
page078_M-124_a_c1_sym_001,page078_M-124_a_c1,1.3808718,0.65931696
page078_M-124_c0_sym_001,page078_M-124_c0,1.3808718,0.65931696
page078_M-126_A_c0_sym_001,page078_M-126_A_c0,0.050765365,-0.30242845
page078_M-126_c0_sym_001,page078_M-126_c0,0.050765365,-0.30242845
page078_M-127_A_c1_sym_001,page078_M-127_A_c1,1.4320186,0.825957
page080_M-135_A_c1_sym_001,page080_M-135_A_c1,-1.9677136,-0.9846663
page080_M-135_A_c1_sym_002,page080_M-135_A_c1,-0.096690595,-0.4032917
page080_M-135_A_c1_sym_003,page080_M-135_A_c1,1.889186,1.1904877
page080_M-136_i_c0_sym_001,page080_M-136_i_c0,-0.9952035,-0.87209284
page080_M-137_A_c0_sym_001,page080_M-137_A_c0,-1.9677136,-0.9846663
page080_M-137_A_c0_sym_002,page080_M-137_A_c0,-0.096690595,-0.4032917
page080_M-137_A_c0_sym_003,page080_M-137_A_c0,1.889186,1.1904877
page080_M-137_a_c1_sym_001,page080_M-137_a_c1,-1.9677136,-0.9846663
page080_M-137_a_c1_sym_002,page080_M-137_a_c1,-0.096690595,-0.4032917
page080_M-137_a_c1_sym_003,page080_M-137_a_c1,1.889186,1.1904877
page081_M-141_A_c0_sym_001,page081_M-141_A_c0,-1.8377619,-1.0087166
page081_M-144_a_c2_sym_001,page081_M-144_a_c2,-0.6211174,-0.7120475
page081_M-144_c2_sym_001,page081_M-144_c2,-1.8377619,-1.0087166
page082_M-145_a_c0_sym_001,page082_M-145_a_c0,-0.89693516,-0.84196806
page082_M-145_a_c0_sym_002,page082_M-145_a_c0,-0.52433574,-0.6532457
page082_M-145_a_c0_sym_003,page082_M-145_a_c0,-0.94386435,-0.8439737
page082_M-145_a_c0_sym_004,page082_M-145_a_c0,1.365676,0.635693
page082_M-146_A_c0_sym_001,page082_M-146_A_c0,-1.0535996,-0.94764775
page083_M-150_A_c0_sym_001,page083_M-150_A_c0,4.0257363,2.776386
page083_M-152_A_c2_sym_001,page083_M-152_A_c2,-0.17594746,-0.44171256
page083_M-154_A_c1_sym_001,page083_M-154_A_c1,-0.81776816,-0.74798787
page083_M-1_I_c0_sym_001,page083_M-1_I_c0,-0.81776816,-0.74798787
page084_M-156_a_c0_sym_001,page084_M-156_a_c0,-0.4668399,-0.6739169
page084_M-161_c2_sym_001,page084_M-161_c2,-0.97533154,-0.92534757
page085_M-162_a_c0_sym_001,page085_M-162_a_c0,0.45488185,-0.0076548033
page085_M-163_A_c0_sym_001,page085_M-163_A_c0,0.25368246,-0.05836842
page085_M-164_c0_sym_001,page085_M-164_c0,2.3705063,1.5310051
page085_M-164_c0_sym_002,page085_M-164_c0,0.6141871,0.106145374
page085_M-164_c0_sym_003,page085_M-164_c0,1.4274099,0.6893454
page085_M-164_c0_sym_004,page085_M-164_c0,0.5152314,0.006046561
page085_M-164_c0_sym_005,page085_M-164_c0,0.91039324,0.29557627
page085_M-164_c0_sym_006,page085_M-164_c0,0.9537294,0.33301723
page085_M-164_c0_sym_007,page085_M-164_c0,1.0829779,0.41584796
page085_M-164_c0_sym_008,page085_M-164_c0,2.3058994,1.4255285
page085_M-164_c0_sym_009,page085_M-164_c0,0.74353445,0.21981253
page085_M-164_c0_sym_010,page085_M-164_c0,-0.2640698,-0.49604756
page085_M-164_c0_sym_011,page085_M-164_c0,0.81844467,0.23547511
page085_M-164_c0_sym_012,page085_M-164_c0,-0.44110706,-0.5739687
page085_M-164_c0_sym_013,page085_M-164_c0,1.0855105,0.40055642
page085_M-164_c0_sym_014,page085_M-164_c0,0.50456184,0.018432593
page085_M-164_c0_sym_015,page085_M-164_c0,0.91739714,0.29994795
page085_M-164_c0_sym_016,page085_M-164_c0,1.2779216,0.67724496
page085_M-164_c0_sym_017,page085_M-164_c0,0.70245254,0.19034545
page085_M-164_c0_sym_018,page085_M-164_c0,-0.17758638,-0.45579883
page085_M-164_c0_sym_019,page085_M-164_c0,0.9639345,0.3262876
page085_M-164_c0_sym_020,page085_M-164_c0,0.24600245,-0.19738746
page085_M-164_c0_sym_021,page085_M-164_c0,1.5020769,0.7558596
page085_M-164_c0_sym_022,page085_M-164_c0,0.9020484,0.3936413
page085_M-164_c0_sym_023,page085_M-164_c0,-0.48603797,-0.51608026
page085_M-166_A_c1_sym_001,page085_M-166_A_c1,0.25368246,-0.05836842
page085_M-167_A_c2_sym_001,page085_M-167_A_c2,2.3705063,1.5310051
page085_M-167_A_c2_sym_002,page085_M-167_A_c2,0.6141871,0.106145374
page085_M-167_A_c2_sym_003,page085_M-167_A_c2,1.4274099,0.6893454
page085_M-167_A_c2_sym_004,page085_M-167_A_c2,0.5152314,0.006046561
page085_M-167_A_c2_sym_005,page085_M-167_A_c2,0.91039324,0.29557627
page085_M-167_A_c2_sym_006,page085_M-167_A_c2,0.9537294,0.33301723
page085_M-167_A_c2_sym_007,page085_M-167_A_c2,1.0829779,0.41584796
page085_M-167_A_c2_sym_008,page085_M-167_A_c2,2.3058994,1.4255285
page085_M-167_A_c2_sym_009,page085_M-167_A_c2,0.74353445,0.21981253
page085_M-167_A_c2_sym_010,page085_M-167_A_c2,-0.2640698,-0.49604756
page085_M-167_A_c2_sym_011,page085_M-167_A_c2,0.81844467,0.23547511
page085_M-167_A_c2_sym_012,page085_M-167_A_c2,-0.44110706,-0.5739687
page085_M-167_A_c2_sym_013,page085_M-167_A_c2,1.0855105,0.40055642
page085_M-167_A_c2_sym_014,page085_M-167_A_c2,0.50456184,0.018432593
page085_M-167_A_c2_sym_015,page085_M-167_A_c2,0.91739714,0.29994795
page085_M-167_A_c2_sym_016,page085_M-167_A_c2,1.2779216,0.67724496
page085_M-167_A_c2_sym_017,page085_M-167_A_c2,0.70245254,0.19034545
page085_M-167_A_c2_sym_018,page085_M-167_A_c2,-0.17758638,-0.45579883
page085_M-167_A_c2_sym_019,page085_M-167_A_c2,0.9639345,0.3262876
page085_M-167_A_c2_sym_020,page085_M-167_A_c2,0.24600245,-0.19738746
page085_M-167_A_c2_sym_021,page085_M-167_A_c2,1.5020769,0.7558596
page085_M-167_A_c2_sym_022,page085_M-167_A_c2,0.9020484,0.3936413
page085_M-167_A_c2_sym_023,page085_M-167_A_c2,-0.48603797,-0.51608026
page086_M-168_a_c0_sym_001,page086_M-168_a_c0,-0.86399525,-0.96270776
page086_M-168_a_c0_sym_002,page086_M-168_a_c0,4.4760914,3.1269324
page086_M-169_a_c2_sym_001,page086_M-169_a_c2,4.5192213,3.1730583
page086_M-171_a_c1_sym_001,page086_M-171_a_c1,-0.5101455,-0.6263051
page087_M-174_A_c1_sym_001,page087_M-174_A_c1,-0.74911135,-0.8122748
page087_M-177_A_c2_sym_001,page087_M-177_A_c2,-0.74911135,-0.8122748
page087_M-177_a_c3_sym_001,page087_M-177_a_c3,1.7892094,1.0386201
page087_M-177_a_c3_sym_002,page087_M-177_a_c3,1.4103197,0.6714971
page087_M-177_a_c3_sym_003,page087_M-177_a_c3,0.17828555,-0.1845929
page087_M-178_A_c0_sym_001,page087_M-178_A_c0,0.6006748,0.27267596
page087_M-178_a_c1_sym_001,page087_M-178_a_c1,0.6717742,0.1342726
page087_M-178_a_c1_sym_002,page087_M-178_a_c1,-0.2280187,-0.43930545
page087_M-179_A_c2_sym_001,page087_M-179_A_c2,-0.74911135,-0.8122748
