symbol_id,seal_id,pc1,pc2
page055_M-36_A_c0_sym_013,page055_M-36_A_c0,3.2547572,0.70927346
page055_M-36_A_c0_sym_014,page055_M-36_A_c0,-4.4616494,-1.1568527
page055_M-36_A_c0_sym_015,page055_M-36_A_c0,3.0159528,0.39552826
page055_M-36_A_c0_sym_016,page055_M-36_A_c0,5.03376,1.005885
page055_M-36_A_c0_sym_017,page055_M-36_A_c0,1.6651205,0.051201627
page055_M-36_A_c0_sym_018,page055_M-36_A_c0,3.939597,0.6667975
page055_M-36_A_c0_sym_019,page055_M-36_A_c0,2.0856774,0.10069891
page055_M-36_A_c0_sym_020,page055_M-36_A_c0,-6.4354787,-1.0506421
page055_M-36_A_c0_sym_021,page055_M-36_A_c0,5.4934673,1.441745
page055_M-36_A_c0_sym_022,page055_M-36_A_c0,2.1070294,0.115471944
page055_M-36_A_c0_sym_023,page055_M-36_A_c0,-0.43871227,-0.37951016
page055_M-36_A_c0_sym_024,page055_M-36_A_c0,3.8581824,0.61411834
page055_M-36_A_c0_sym_025,page055_M-36_A_c0,0.8616067,-0.0644744
page055_M-36_A_c0_sym_026,page055_M-36_A_c0,3.4882889,0.49441588
page055_M-36_A_c0_sym_027,page055_M-36_A_c0,2.0258837,0.09698434
page055_M-36_A_c0_sym_028,page055_M-36_A_c0,2.1080317,0.20547509
page055_M-36_A_c0_sym_029,page055_M-36_A_c0,1.8867009,0.11884505
page055_M-36_A_c0_sym_030,page055_M-36_A_c0,-5.8889885,-1.2672367
page055_M-36_A_c0_sym_031,page055_M-36_A_c0,0.37105906,-0.10993178
page055_M-36_A_c0_sym_032,page055_M-36_A_c0,-1.4753376,-0.58422285
page055_M-36_A_c0_sym_033,page055_M-36_A_c0,-7.9905562,-0.86443955
page055_M-36_A_c0_sym_034,page055_M-36_A_c0,-8.458415,-0.6709706
page055_M-36_A_c0_sym_035,page055_M-36_A_c0,-8.3811035,-1.0359797
page055_M-36_A_c0_sym_036,page055_M-36_A_c0,-5.7200284,-1.1515988
page055_M-36_A_c0_sym_037,page055_M-36_A_c0,-7.6098742,-0.93245316
page055_M-36_A_c0_sym_038,page055_M-36_A_c0,-8.746956,-0.5799881
page055_M-36_A_c0_sym_039,page055_M-36_A_c0,-7.617616,-0.91770893
page055_M-37_A_c0_sym_001,page055_M-37_A_c0,0.26153246,-0.42195198
page055_M-37_A_c0_sym_002,page055_M-37_A_c0,2.419528,0.24644862
page055_M-37_A_c0_sym_003,page055_M-37_A_c0,3.6406186,0.8223366
page055_M-37_A_c0_sym_004,page055_M-37_A_c0,2.3452568,0.21610935
page055_M-37_A_c0_sym_005,page055_M-37_A_c0,1.6601149,0.19714549
page055_M-37_A_c0_sym_006,page055_M-37_A_c0,-3.3837504,-0.6997228
page055_M-37_A_c0_sym_007,page055_M-37_A_c0,4.756968,1.0388902
page055_M-37_A_c0_sym_008,page055_M-37_A_c0,1.4292222,0.014387638
page055_M-37_A_c0_sym_009,page055_M-37_A_c0,3.5772233,0.5264759
page055_M-37_A_c0_sym_010,page055_M-37_A_c0,4.540916,0.9317922
page055_M-37_A_c0_sym_011,page055_M-37_A_c0,-5.9716997,-1.1750425
page055_M-37_A_c0_sym_012,page055_M-37_A_c0,3.2330377,0.5815237
page055_M-37_A_c0_sym_013,page055_M-37_A_c0,3.2547572,0.70927346
page055_M-37_A_c0_sym_014,page055_M-37_A_c0,-4.4616494,-1.1568527
page055_M-37_A_c0_sym_015,page055_M-37_A_c0,3.0159528,0.39552826
page055_M-37_A_c0_sym_016,page055_M-37_A_c0,5.03376,1.005885
page055_M-37_A_c0_sym_017,page055_M-37_A_c0,1.6651205,0.051201627
page055_M-37_A_c0_sym_018,page055_M-37_A_c0,3.939597,0.6667975
page055_M-37_A_c0_sym_019,page055_M-37_A_c0,2.0856774,0.10069891
page055_M-37_A_c0_sym_020,page055_M-37_A_c0,-6.4354787,-1.0506421
page055_M-37_A_c0_sym_021,page055_M-37_A_c0,5.4934673,1.441745
page055_M-37_A_c0_sym_022,page055_M-37_A_c0,2.1070294,0.115471944
page055_M-37_A_c0_sym_023,page055_M-37_A_c0,-0.43871227,-0.37951016
page055_M-37_A_c0_sym_024,page055_M-37_A_c0,3.8581824,0.61411834
page055_M-37_A_c0_sym_025,page055_M-37_A_c0,0.8616067,-0.0644744
page055_M-37_A_c0_sym_026,page055_M-37_A_c0,3.4882889,0.49441588
page055_M-37_A_c0_sym_027,page055_M-37_A_c0,2.0258837,0.09698434
page055_M-37_A_c0_sym_028,page055_M-37_A_c0,2.1080317,0.20547509
page055_M-37_A_c0_sym_029,page055_M-37_A_c0,1.8867009,0.11884505
page055_M-37_A_c0_sym_030,page055_M-37_A_c0,-5.8889885,-1.2672367
page055_M-37_A_c0_sym_031,page055_M-37_A_c0,0.37105906,-0.10993178
page055_M-37_A_c0_sym_032,page055_M-37_A_c0,-1.4753376,-0.58422285
page055_M-37_A_c0_sym_033,page055_M-37_A_c0,-7.9905562,-0.86443955
page055_M-37_A_c0_sym_034,page055_M-37_A_c0,-8.458415,-0.6709706
page055_M-37_A_c0_sym_035,page055_M-37_A_c0,-8.3811035,-1.0359797
page055_M-37_A_c0_sym_036,page055_M-37_A_c0,-5.7200284,-1.1515988
page055_M-37_A_c0_sym_037,page055_M-37_A_c0,-7.6098742,-0.93245316
page055_M-37_A_c0_sym_038,page055_M-37_A_c0,-8.746956,-0.5799881
page055_M-37_A_c0_sym_039,page055_M-37_A_c0,-7.617616,-0.91770893
page056_M-38_A_c0_sym_001,page056_M-38_A_c0,1.8771574,0.1624086
page056_M-39_c0_sym_001,page056_M-39_c0,1.8771574,0.1624086
page056_M-40_c0_sym_001,page056_M-40_c0,2.5980537,0.20423137
page057_M-43_c0_sym_001,page057_M-43_c0,1.4548365,-0.022292523
page058_M-46_a_c1_sym_001,page058_M-46_a_c1,-0.24114628,-0.44215745
page058_M-46_a_c1_sym_002,page058_M-46_a_c1,1.9851935,0.13370806
page058_M-46_a_c1_sym_003,page058_M-46_a_c1,1.9471124,0.120132305
page058_M-46_a_c1_sym_004,page058_M-46_a_c1,2.62797,0.10779753
page058_M-46_a_c1_sym_005,page058_M-46_a_c1,1.199046,0.05531936
page058_M-46_a_c1_sym_006,page058_M-46_a_c1,0.8615168,-0.22038366
page058_M-46_a_c1_sym_007,page058_M-46_a_c1,0.08885327,-0.34252313
page058_M-46_a_c1_sym_008,page058_M-46_a_c1,-8.293123,-1.0197784
page058_M-46_a_c1_sym_009,page058_M-46_a_c1,0.09080683,-0.29448736
page058_M-46_a_c1_sym_010,page058_M-46_a_c1,1.8998563,0.28359526
page058_M-46_a_c1_sym_011,page058_M-46_a_c1,0.5405305,-0.11218628
page058_M-46_a_c1_sym_012,page058_M-46_a_c1,1.8449541,0.20812747
page058_M-46_a_c1_sym_013,page058_M-46_a_c1,0.7487719,-0.106658444
page058_M-46_a_c1_sym_014,page058_M-46_a_c1,1.154275,-0.095958024
page058_M-46_a_c1_sym_015,page058_M-46_a_c1,3.2547932,0.6401242
page058_M-46_a_c1_sym_016,page058_M-46_a_c1,1.0893207,0.0003199324
page058_M-46_a_c1_sym_017,page058_M-46_a_c1,4.211178,1.0164173
page058_M-46_a_c1_sym_018,page058_M-46_a_c1,1.7080859,0.24484769
page058_M-46_a_c1_sym_019,page058_M-46_a_c1,1.3905437,-0.018942568
page058_M-46_a_c1_sym_020,page058_M-46_a_c1,1.434505,-0.011334324
page058_M-46_a_c1_sym_021,page058_M-46_a_c1,1.0049579,-0.03185935
page058_M-46_a_c1_sym_022,page058_M-46_a_c1,1.4179533,0.07184361
page058_M-46_a_c1_sym_023,page058_M-46_a_c1,3.5144284,0.70414376
page058_M-46_a_c1_sym_024,page058_M-46_a_c1,2.3451715,0.45609266
page059_M-47_A_c0_sym_001,page059_M-47_A_c0,0.07376284,-0.37976143
page059_M-47_A_c0_sym_002,page059_M-47_A_c0,3.2679882,0.6577211
page059_M-49_a_c1_sym_001,page059_M-49_a_c1,-0.14216183,-0.35471708
page059_M-49_a_c1_sym_002,page059_M-49_a_c1,3.507266,0.70516646
page060_M-51_A_c0_sym_001,page060_M-51_A_c0,1.1742244,-0.030504666
page062_M-36_a_c0_sym_001,page062_M-36_a_c0,-8.479219,-1.0426344
page062_M-56_u_bis_c1_sym_001,page062_M-56_u_bis_c1,4.291762,0.8904563
page062_M-57_A_c0_sym_001,page062_M-57_A_c0,-8.479219,-1.0426344
page062_M-57_c1_sym_001,page062_M-57_c1,4.291762,0.8904563
page064_M-61_A_c0_sym_001,page064_M-61_A_c0,1.4363148,-0.13717575
page064_M-61_A_c0_sym_002,page064_M-61_A_c0,-1.298387,-0.6613268
page064_M-61_A_c0_sym_003,page064_M-61_A_c0,0.94609946,-0.3498431
page066_M-67_a_c1_sym_001,page066_M-67_a_c1,0.396785,-0.38044843
page066_M-67_a_c1_sym_002,page066_M-67_a_c1,1.3217014,-0.20965506
page066_M-68_A_c0_sym_001,page066_M-68_A_c0,2.337047,0.17170113
page066_M-68_A_c0_sym_002,page066_M-68_A_c0,-1.7678,-0.7077612
page066_M-68_A_c0_sym_003,page066_M-68_A_c0,-5.260105,-1.3102121
page067_M-70_A_c0_sym_001,page067_M-70_A_c0,-0.672132,-0.6026764
page067_M-70_A_c0_sym_002,page067_M-70_A_c0,-10.0224285,-0.065978035
page067_M-70_A_c0_sym_003,page067_M-70_A_c0,-9.62278,-0.26945728
page067_M-71_c0_sym_001,page067_M-71_c0,-0.672132,-0.6026764
page067_M-71_c0_sym_002,page067_M-71_c0,-10.0224285,-0.065978035
page067_M-71_c0_sym_003,page067_M-71_c0,-9.62278,-0.26945728
page067_M-72_A_c0_sym_001,page067_M-72_A_c0,0.44228604,-0.32490137
page067_M-72_B_c0_sym_001,page067_M-72_B_c0,0.44228604,-0.32490137
page067_M-72_c0_sym_001,page067_M-72_c0,0.44228604,-0.32490137
page068_M-74_a_bis_c1_sym_001,page068_M-74_a_bis_c1,0.66388786,-0.17163265
page069_M-77_a_c0_sym_001,page069_M-77_a_c0,-4.442188,-1.0419955
page069_M-77_a_c0_sym_002,page069_M-77_a_c0,1.7988694,0.05652895
page071_M-84_A_c0_sym_001,page071_M-84_A_c0,-7.6920133,-0.59514993
page071_M-84_A_c0_sym_002,page071_M-84_A_c0,1.6035055,0.0070368988
page071_M-85_c1_sym_001,page071_M-85_c1,2.80787,0.3294859
page071_M-85_c1_sym_002,page071_M-85_c1,1.6614035,-0.15829073
page071_M-85_c1_sym_003,page071_M-85_c1,1.610565,0.09559743
page071_M-87_A_c0_sym_001,page071_M-87_A_c0,-0.54610854,-0.55378836
page072_M-89_c0_sym_001,page072_M-89_c0,-3.6345627,-0.9951975
page072_M-89_c0_sym_002,page072_M-89_c0,1.8870546,0.043323915
page072_M-89_c0_sym_003,page072_M-89_c0,2.0000668,0.15528302
page072_M-89_c0_sym_004,page072_M-89_c0,3.0173757,0.35072532
page072_M-91_A_c1_sym_001,page072_M-91_A_c1,1.8478838,0.056991775
page072_M-92_A_c0_sym_001,page072_M-92_A_c0,-3.6345627,-0.9951975
page072_M-92_A_c0_sym_002,page072_M-92_A_c0,1.8870546,0.043323915
page072_M-92_A_c0_sym_003,page072_M-92_A_c0,2.0000668,0.15528302
page072_M-92_A_c0_sym_004,page072_M-92_A_c0,3.0173757,0.35072532
page073_M-95_a_bis_c1_sym_001,page073_M-95_a_bis_c1,2.9963777,0.3005907
page073_M-95_a_c0_sym_001,page073_M-95_a_c0,4.5510716,1.1456517
page073_M-95_a_c0_sym_002,page073_M-95_a_c0,2.4860015,0.37204057
page073_M-96_a_c2_sym_001,page073_M-96_a_c2,-4.562428,-0.480309
page073_M-97_A_c0_sym_001,page073_M-97_A_c0,6.0242357,1.5237479
page073_M-98_A_c1_sym_001,page073_M-98_A_c1,2.9963777,0.3005907
page073_M-99_A_c2_sym_001,page073_M-99_A_c2,-0.3788225,-0.55561846
page073_M-99_A_c2_sym_002,page073_M-99_A_c2,-0.41236094,-0.5606089
page074_M-100_A_c0_sym_001,page074_M-100_A_c0,6.6593585,1.8643693
page074_M-104_A_c0_sym_001,page074_M-104_A_c0,-0.95744026,-0.5707755
page074_M-14_b_c1_sym_001,page074_M-14_b_c1,1.9644153,-0.017017093
page075_M-105_a_c0_sym_001,page075_M-105_a_c0,6.0427427,1.602084
page075_M-106_a_c1_sym_001,page075_M-106_a_c1,-5.804299,-1.2665707
page075_M-107_c0_sym_001,page075_M-107_c0,-0.99446976,-0.57229984
page075_M-109_A_c1_sym_001,page075_M-109_A_c1,-2.6893928,-0.7452397
page075_M-109_A_c1_sym_002,page075_M-109_A_c1,-0.9594249,-0.6172714
page075_M-109_A_c1_sym_003,page075_M-109_A_c1,1.8979498,-0.0414279
page075_M-109_A_c1_sym_004,page075_M-109_A_c1,0.68906647,-0.15275492
page076_M-113_c0_sym_001,page076_M-113_c0,-3.641864,-1.0100027
page076_M-113_c0_sym_002,page076_M-113_c0,-0.84599006,-0.6414218
page076_M-113_c0_sym_003,page076_M-113_c0,1.6538411,-0.0012503809
page077_M-120_a_c0_sym_001,page077_M-120_a_c0,1.5468072,-0.029458933
page077_M-120_a_c0_sym_002,page077_M-120_a_c0,3.1198127,0.6452497
page077_M-120_a_c0_sym_003,page077_M-120_a_c0,-4.284767,-1.0005895
page077_M-121_a_c1_sym_001,page077_M-121_a_c1,4.237123,0.98293966
page077_M-121_a_c1_sym_002,page077_M-121_a_c1,2.4550178,0.37402478
page077_M-121_a_c1_sym_003,page077_M-121_a_c1,6.1708493,1.6322358
page078_M-123_c0_sym_001,page078_M-123_c0,1.5130445,-0.056912124
page078_M-124_a_c1_sym_001,page078_M-124_a_c1,3.2035906,0.52344674
page078_M-124_c0_sym_001,page078_M-124_c0,3.2035906,0.52344674
page078_M-126_A_c0_sym_001,page078_M-126_A_c0,1.5130445,-0.056912124
page078_M-126_c0_sym_001,page078_M-126_c0,1.5130445,-0.056912124
page078_M-127_A_c1_sym_001,page078_M-127_A_c1,3.1169088,0.5507676
page080_M-135_A_c1_sym_001,page080_M-135_A_c1,-5.3662815,-0.7773545
page080_M-135_A_c1_sym_002,page080_M-135_A_c1,1.0516883,-0.17481631
page080_M-135_A_c1_sym_003,page080_M-135_A_c1,3.2378812,0.6373124
page080_M-136_i_c0_sym_001,page080_M-136_i_c0,-2.0236292,-0.7411023
page080_M-137_A_c0_sym_001,page080_M-137_A_c0,-5.3662815,-0.7773545
page080_M-137_A_c0_sym_002,page080_M-137_A_c0,1.0516883,-0.17481631
page080_M-137_A_c0_sym_003,page080_M-137_A_c0,3.2378812,0.6373124
page080_M-137_a_c1_sym_001,page080_M-137_a_c1,-5.3662815,-0.7773545
page080_M-137_a_c1_sym_002,page080_M-137_a_c1,1.0516883,-0.17481631
page080_M-137_a_c1_sym_003,page080_M-137_a_c1,3.2378812,0.6373124
page081_M-141_A_c0_sym_001,page081_M-141_A_c0,-4.8213973,-0.9159513
page081_M-144_a_c2_sym_001,page081_M-144_a_c2,0.43255574,-0.32287422
page081_M-144_c2_sym_001,page081_M-144_c2,-4.8213973,-0.9159513
page082_M-145_a_c0_sym_001,page082_M-145_a_c0,-1.7420648,-0.67397594
page082_M-145_a_c0_sym_002,page082_M-145_a_c0,-0.5530711,-0.4883728
page082_M-145_a_c0_sym_003,page082_M-145_a_c0,-1.7125708,-0.6719394
page082_M-145_a_c0_sym_004,page082_M-145_a_c0,2.990511,0.47743264
page082_M-146_A_c0_sym_001,page082_M-146_A_c0,-3.6872852,-1.0570595
page083_M-150_A_c0_sym_001,page083_M-150_A_c0,5.938995,1.5079904
page083_M-152_A_c2_sym_001,page083_M-152_A_c2,0.52180815,-0.23636985
page083_M-154_A_c1_sym_001,page083_M-154_A_c1,-2.0040069,-0.6511826
page083_M-1_I_c0_sym_001,page083_M-1_I_c0,-2.0040069,-0.6511826
page084_M-156_a_c0_sym_001,page084_M-156_a_c0,0.4093184,-0.36351138
page084_M-161_c2_sym_001,page084_M-161_c2,-1.8987366,-0.73485494
page085_M-162_a_c0_sym_001,page085_M-162_a_c0,1.6778107,0.038539927
page085_M-163_A_c0_sym_001,page085_M-163_A_c0,1.094316,-0.027477855
page085_M-164_c0_sym_001,page085_M-164_c0,3.6363733,0.7420527
page085_M-164_c0_sym_002,page085_M-164_c0,1.5804232,0.040006626
page085_M-164_c0_sym_003,page085_M-164_c0,3.5235314,0.59005034
page085_M-164_c0_sym_004,page085_M-164_c0,2.6352434,0.24214746
page085_M-164_c0_sym_005,page085_M-164_c0,3.4124916,0.45270574
page085_M-164_c0_sym_006,page085_M-164_c0,1.7413837,0.16108102
page085_M-164_c0_sym_007,page085_M-164_c0,3.7945292,0.5990776
page085_M-164_c0_sym_008,page085_M-164_c0,5.0654764,1.2090496
page085_M-164_c0_sym_009,page085_M-164_c0,2.2703302,0.23280434
page085_M-164_c0_sym_010,page085_M-164_c0,-0.5305315,-0.4476286
page085_M-164_c0_sym_011,page085_M-164_c0,2.3766153,0.2294422
page085_M-164_c0_sym_012,page085_M-164_c0,-0.7089373,-0.418527
page085_M-164_c0_sym_013,page085_M-164_c0,3.0834303,0.5955867
page085_M-164_c0_sym_014,page085_M-164_c0,1.7743286,0.09674857
page085_M-164_c0_sym_015,page085_M-164_c0,2.4297051,0.30571523
page085_M-164_c0_sym_016,page085_M-164_c0,2.9424012,0.5069162
page085_M-164_c0_sym_017,page085_M-164_c0,2.7776692,0.36595
page085_M-164_c0_sym_018,page085_M-164_c0,0.0010574904,-0.35802978
page085_M-164_c0_sym_019,page085_M-164_c0,2.8360724,0.3876319
page085_M-164_c0_sym_020,page085_M-164_c0,1.4319808,-0.03157346
page085_M-164_c0_sym_021,page085_M-164_c0,4.4692793,0.88753134
page085_M-164_c0_sym_022,page085_M-164_c0,2.145924,0.25816238
page085_M-164_c0_sym_023,page085_M-164_c0,-2.3726974,-0.70270544
page085_M-166_A_c1_sym_001,page085_M-166_A_c1,1.094316,-0.027477855
page085_M-167_A_c2_sym_001,page085_M-167_A_c2,3.6363733,0.7420527
page085_M-167_A_c2_sym_002,page085_M-167_A_c2,1.5804232,0.040006626
page085_M-167_A_c2_sym_003,page085_M-167_A_c2,3.5235314,0.59005034
page085_M-167_A_c2_sym_004,page085_M-167_A_c2,2.6352434,0.24214746
page085_M-167_A_c2_sym_005,page085_M-167_A_c2,3.4124916,0.45270574
page085_M-167_A_c2_sym_006,page085_M-167_A_c2,1.7413837,0.16108102
page085_M-167_A_c2_sym_007,page085_M-167_A_c2,3.7945292,0.5990776
page085_M-167_A_c2_sym_008,page085_M-167_A_c2,5.0654764,1.2090496
page085_M-167_A_c2_sym_009,page085_M-167_A_c2,2.2703302,0.23280434
page085_M-167_A_c2_sym_010,page085_M-167_A_c2,-0.5305315,-0.4476286
page085_M-167_A_c2_sym_011,page085_M-167_A_c2,2.3766153,0.2294422
page085_M-167_A_c2_sym_012,page085_M-167_A_c2,-0.7089373,-0.418527
page085_M-167_A_c2_sym_013,page085_M-167_A_c2,3.0834303,0.5955867
page085_M-167_A_c2_sym_014,page085_M-167_A_c2,1.7743286,0.09674857
page085_M-167_A_c2_sym_015,page085_M-167_A_c2,2.4297051,0.30571523
page085_M-167_A_c2_sym_016,page085_M-167_A_c2,2.9424012,0.5069162
page085_M-167_A_c2_sym_017,page085_M-167_A_c2,2.7776692,0.36595
page085_M-167_A_c2_sym_018,page085_M-167_A_c2,0.0010574904,-0.35802978
page085_M-167_A_c2_sym_019,page085_M-167_A_c2,2.8360724,0.3876319
page085_M-167_A_c2_sym_020,page085_M-167_A_c2,1.4319808,-0.03157346
page085_M-167_A_c2_sym_021,page085_M-167_A_c2,4.4692793,0.88753134
page085_M-167_A_c2_sym_022,page085_M-167_A_c2,2.145924,0.25816238
page085_M-167_A_c2_sym_023,page085_M-167_A_c2,-2.3726974,-0.70270544
page086_M-168_a_c0_sym_001,page086_M-168_a_c0,1.0365459,-0.24821526
page086_M-168_a_c0_sym_002,page086_M-168_a_c0,6.104213,1.6481439
page086_M-169_a_c2_sym_001,page086_M-169_a_c2,6.1566844,1.7051703
page086_M-171_a_c1_sym_001,page086_M-171_a_c1,-0.3504038,-0.4504698
page087_M-174_A_c1_sym_001,page087_M-174_A_c1,-1.1409,-0.6259968
page087_M-177_A_c2_sym_001,page087_M-177_A_c2,-1.1409,-0.6259968
page087_M-177_a_c3_sym_001,page087_M-177_a_c3,3.7565274,0.7072555
page087_M-177_a_c3_sym_002,page087_M-177_a_c3,3.708229,0.6440742
page087_M-177_a_c3_sym_003,page087_M-177_a_c3,0.97806305,-0.088593796
page087_M-178_A_c0_sym_001,page087_M-178_A_c0,1.5463144,0.06715289
page087_M-178_a_c1_sym_001,page087_M-178_a_c1,3.2233298,0.3734533
page087_M-178_a_c1_sym_002,page087_M-178_a_c1,0.805789,-0.17547719
page087_M-179_A_c2_sym_001,page087_M-179_A_c2,-1.1409,-0.6259968
page088_M-182_a_c0_sym_001,page088_M-182_a_c0,1.8674519,0.16004118
page088_M-184_A_c0_sym_001,page088_M-184_A_c0,-3.556612,-0.9823651
page088_M-184_A_c0_sym_002,page088_M-184_A_c0,-2.22783,-0.8037997
